,transaction_id,customer_Id,tran_date,prod_sub_cat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,prod_cat,prod_subcat,DOB,Gender,city_code,Age_cmde,Age_cat,age_generation
3953,26128812650,267043,2013-08-13,10,5,5,585,307.125,3232.125,e-Shop,Books,Non-Fiction,1984-04-10,F,3.0,29,26-40,Gen. Y - [1980-1994]
3956,39066519846,271483,2013-08-13,4,1,1,219,22.995,241.995,Flagship store,Clothing,Mens,1975-04-05,F,2.0,38,26-40,Gen. Y - [1980-1994]
3957,61338118643,269529,2013-08-13,11,6,3,1213,382.095,4021.095,MBR,Home and kitchen,Bath,1990-01-23,F,8.0,23,10-25,Gen. Z - [1995-2010]
3959,10631168060,269399,2013-08-13,7,5,2,1318,276.78,2912.78,e-Shop,Books,Fiction,1978-12-05,F,6.0,34,26-40,Gen. Y - [1980-1994]
3961,56523475081,268383,2013-08-13,4,4,4,266,111.72,1175.72,TeleShop,Bags,Women,1981-11-17,M,9.0,31,26-40,Gen. Y - [1980-1994]
3962,48194129586,267747,2013-08-13,3,5,1,1258,132.09,1390.09,TeleShop,Books,Comics,1972-02-06,M,5.0,41,41-60,Gen. X - [1960-1979]
3963,7515009011,267646,2013-08-13,4,1,2,1138,238.98,2514.98,e-Shop,Clothing,Mens,1991-06-19,F,5.0,22,10-25,Gen. Z - [1995-2010]
3964,78531139534,268995,2013-08-13,9,3,2,724,152.04,1600.04,e-Shop,Electronics,Cameras,1976-04-07,M,1.0,37,26-40,Gen. Y - [1980-1994]
3965,94568248727,274270,2013-08-13,5,3,3,452,142.38,1498.38,Flagship store,Electronics,Computers,1972-06-06,F,1.0,41,41-60,Gen. X - [1960-1979]
3966,83972384410,272692,2013-08-13,6,5,1,1018,106.89,1124.89,TeleShop,Books,DIY,1982-12-26,F,2.0,30,26-40,Gen. Y - [1980-1994]
3967,63208416240,267596,2013-08-13,1,2,1,619,64.995,683.995,e-Shop,Footwear,Mens,1984-07-19,M,7.0,29,26-40,Gen. Y - [1980-1994]
3969,78034405353,270476,2013-08-13,11,6,1,971,101.955,1072.955,TeleShop,Home and kitchen,Bath,1992-12-25,F,3.0,20,10-25,Gen. Z - [1995-2010]
3970,65742894000,267173,2013-08-13,12,6,4,197,82.74,870.74,e-Shop,Home and kitchen,Tools,1990-03-25,F,10.0,23,10-25,Gen. Z - [1995-2010]
3971,80257949153,270120,2013-08-13,4,1,3,307,96.705,1017.705,e-Shop,Clothing,Mens,1971-01-02,F,9.0,42,41-60,Gen. X - [1960-1979]
3972,73202618273,271302,2013-08-13,11,5,1,258,27.09,285.09,Flagship store,Books,Children,1987-05-22,M,1.0,26,26-40,Gen. Y - [1980-1994]
3973,47198032659,267858,2013-12-08,10,5,1,955,100.275,1055.275,e-Shop,Books,Non-Fiction,1992-12-07,F,6.0,21,10-25,Gen. Z - [1995-2010]
3975,34152088184,271026,2013-12-08,1,1,4,1069,448.98,4724.98,MBR,Clothing,Women,1983-11-19,F,10.0,30,26-40,Gen. Y - [1980-1994]
3976,13512380329,267632,2013-12-08,7,5,1,1392,146.16,1538.16,MBR,Books,Fiction,1981-07-08,M,8.0,32,26-40,Gen. Y - [1980-1994]
3977,48786540747,267768,2013-12-08,12,6,2,375,78.75,828.75,MBR,Home and kitchen,Tools,1981-12-20,M,3.0,31,26-40,Gen. Y - [1980-1994]
3978,12041911956,272822,2013-12-08,10,5,2,1304,273.84,2881.84,e-Shop,Books,Non-Fiction,1975-12-13,F,4.0,38,26-40,Gen. Y - [1980-1994]
3979,58020053438,272540,2013-12-08,1,4,4,1473,618.66,6510.66,Flagship store,Bags,Mens,1981-04-04,M,4.0,32,26-40,Gen. Y - [1980-1994]
3980,1084051279,269047,2013-12-08,3,1,1,847,88.935,935.935,Flagship store,Clothing,Kids,1988-04-11,M,4.0,25,10-25,Gen. Z - [1995-2010]
3981,21132088083,270696,2013-12-08,3,1,2,393,82.53,868.53,TeleShop,Clothing,Kids,1984-11-01,F,7.0,29,26-40,Gen. Y - [1980-1994]
3982,7306462692,267266,2013-12-08,11,5,2,1230,258.3,2718.3,Flagship store,Books,Children,1986-05-21,F,5.0,27,26-40,Gen. Y - [1980-1994]
3983,39860198642,270710,2013-12-08,1,2,5,1488,781.2,8221.2,e-Shop,Footwear,Mens,1980-06-28,F,6.0,33,26-40,Gen. Y - [1980-1994]
3985,7808908333,272640,2013-12-08,3,2,4,437,183.54,1931.54,MBR,Footwear,Women,1978-04-05,F,4.0,35,26-40,Gen. Y - [1980-1994]
3987,75311725708,269076,2013-12-08,1,4,1,1404,147.42,1551.42,TeleShop,Bags,Mens,1976-09-03,F,4.0,37,26-40,Gen. Y - [1980-1994]
3989,79916658262,273674,2013-12-08,1,4,3,436,137.34,1445.34,MBR,Bags,Mens,1974-02-23,F,9.0,39,26-40,Gen. Y - [1980-1994]
3990,92091931259,268200,2013-12-08,3,2,2,1134,238.14,2506.14,Flagship store,Footwear,Women,1971-05-06,F,1.0,42,41-60,Gen. X - [1960-1979]
3992,74440785354,270331,2013-12-08,4,2,3,936,294.84,3102.84,e-Shop,Footwear,Kids,1970-08-10,F,10.0,43,41-60,Gen. X - [1960-1979]
3993,89005739198,268251,2013-12-08,2,6,4,895,375.9,3955.9,Flagship store,Home and kitchen,Furnishing,1990-12-29,F,3.0,22,10-25,Gen. Z - [1995-2010]
3994,85233038785,267534,2013-12-08,10,3,4,1321,554.82,5838.82,e-Shop,Electronics,Audio and video,1988-03-09,F,3.0,25,10-25,Gen. Z - [1995-2010]
3995,88606222106,269051,2013-12-08,10,3,3,1474,464.31,4886.31,TeleShop,Electronics,Audio and video,1975-07-28,M,2.0,38,26-40,Gen. Y - [1980-1994]
3996,24722252527,275202,2013-11-08,12,5,3,305,96.075,1011.075,MBR,Books,Academic,1981-03-14,F,9.0,32,26-40,Gen. Y - [1980-1994]
3997,61566756025,270522,2013-11-08,10,6,1,783,82.215,865.215,e-Shop,Home and kitchen,Kitchen,1986-05-14,M,8.0,27,26-40,Gen. Y - [1980-1994]
3998,26085446022,273945,2013-11-08,11,5,2,122,25.62,269.62,TeleShop,Books,Children,1977-12-11,M,10.0,35,26-40,Gen. Y - [1980-1994]
3999,61235239531,269286,2013-11-08,2,6,1,258,27.09,285.09,e-Shop,Home and kitchen,Furnishing,1986-03-24,M,1.0,27,26-40,Gen. Y - [1980-1994]
4000,8408236794,271418,2013-11-08,1,2,1,242,25.41,267.41,e-Shop,Footwear,Mens,1975-07-27,M,1.0,38,26-40,Gen. Y - [1980-1994]
4001,41367819732,266952,2013-11-08,10,5,5,1076,564.9,5944.9,Flagship store,Books,Non-Fiction,1975-06-26,M,1.0,38,26-40,Gen. Y - [1980-1994]
4002,59518743316,271736,2013-11-08,3,1,4,1030,432.6,4552.6,TeleShop,Clothing,Kids,1985-09-23,M,9.0,28,26-40,Gen. Y - [1980-1994]
4004,28072376932,274969,2013-11-08,7,5,3,1026,323.19,3401.19,Flagship store,Books,Fiction,1976-06-11,F,3.0,37,26-40,Gen. Y - [1980-1994]
4005,51783961791,274657,2013-11-08,1,4,2,749,157.29,1655.29,Flagship store,Bags,Mens,1990-09-09,M,5.0,23,10-25,Gen. Z - [1995-2010]
4006,75072996827,267778,2013-11-08,5,3,3,1327,418.005,4399.005,MBR,Electronics,Computers,1972-11-03,F,7.0,41,41-60,Gen. X - [1960-1979]
4008,68433305770,268991,2013-11-08,10,3,2,1426,299.46,3151.46,e-Shop,Electronics,Audio and video,1989-10-11,M,3.0,24,10-25,Gen. Z - [1995-2010]
4009,82731859897,272939,2013-11-08,12,6,5,680,357.0,3757.0,TeleShop,Home and kitchen,Tools,1975-09-20,M,5.0,38,26-40,Gen. Y - [1980-1994]
4010,88490185152,268245,2013-11-08,3,2,3,168,52.92,556.92,Flagship store,Footwear,Women,1983-06-28,M,7.0,30,26-40,Gen. Y - [1980-1994]
4011,88762120035,268046,2013-11-08,8,3,1,663,69.615,732.615,MBR,Electronics,Personal Appliances,1985-05-28,M,10.0,28,26-40,Gen. Y - [1980-1994]
4013,12086082185,268847,2013-10-08,8,3,3,233,73.395,772.395,MBR,Electronics,Personal Appliances,1974-12-07,F,7.0,38,26-40,Gen. Y - [1980-1994]
4015,40021861343,270040,2013-10-08,12,6,3,1404,442.26,4654.26,MBR,Home and kitchen,Tools,1992-05-20,F,8.0,21,10-25,Gen. Z - [1995-2010]
4017,20259047377,274815,2013-10-08,6,5,5,1372,720.3,7580.3,TeleShop,Books,DIY,1989-01-02,F,6.0,24,10-25,Gen. Z - [1995-2010]
4018,13107773143,266919,2013-10-08,4,3,3,757,238.455,2509.455,TeleShop,Electronics,Mobiles,1973-11-11,M,6.0,39,26-40,Gen. Y - [1980-1994]
4019,27811780614,273936,2013-10-08,3,5,5,1022,536.55,5646.55,e-Shop,Books,Comics,1972-05-16,F,9.0,41,41-60,Gen. X - [1960-1979]
4020,9728511296,267177,2013-10-08,1,4,5,1343,705.075,7420.075,TeleShop,Bags,Mens,1979-01-17,F,3.0,34,26-40,Gen. Y - [1980-1994]
4021,50305856502,267500,2013-10-08,4,3,1,585,61.425,646.425,e-Shop,Electronics,Mobiles,1987-07-18,M,10.0,26,26-40,Gen. Y - [1980-1994]
4022,3165605982,272412,2013-10-08,1,1,2,1472,309.12,3253.12,e-Shop,Clothing,Women,1990-12-22,M,2.0,22,10-25,Gen. Z - [1995-2010]
4023,352570382,272672,2013-10-08,12,5,1,1070,112.35,1182.35,MBR,Books,Academic,1971-05-05,F,10.0,42,41-60,Gen. X - [1960-1979]
4024,36515263702,270334,2013-10-08,4,1,3,418,131.67,1385.67,e-Shop,Clothing,Mens,1992-07-09,M,4.0,21,10-25,Gen. Z - [1995-2010]
4025,47913329974,270753,2013-10-08,5,3,4,1462,614.04,6462.04,TeleShop,Electronics,Computers,1977-03-07,M,5.0,36,26-40,Gen. Y - [1980-1994]
4026,6276465752,268149,2013-10-08,2,6,5,334,175.35,1845.35,MBR,Home and kitchen,Furnishing,1980-10-06,M,3.0,33,26-40,Gen. Y - [1980-1994]
4027,12850295112,271873,2013-10-08,7,5,5,328,172.2,1812.2,e-Shop,Books,Fiction,1972-04-17,M,1.0,41,41-60,Gen. X - [1960-1979]
4028,31822314421,268218,2013-10-08,10,6,1,175,18.375,193.375,TeleShop,Home and kitchen,Kitchen,1974-01-15,F,4.0,39,26-40,Gen. Y - [1980-1994]
4030,83743410040,273835,2013-10-08,9,3,1,730,76.65,806.65,e-Shop,Electronics,Cameras,1991-12-18,M,8.0,21,10-25,Gen. Z - [1995-2010]
4031,84764825513,267867,2013-10-08,4,2,2,93,19.53,205.53,e-Shop,Footwear,Kids,1972-02-02,M,3.0,41,41-60,Gen. X - [1960-1979]
4033,89394040821,273287,2013-10-08,1,1,1,1250,131.25,1381.25,e-Shop,Clothing,Women,1974-12-13,M,9.0,38,26-40,Gen. Y - [1980-1994]
4034,98751308215,268936,2013-10-08,1,2,1,924,97.02,1021.02,TeleShop,Footwear,Mens,1988-02-26,F,8.0,25,10-25,Gen. Z - [1995-2010]
4035,75032818961,274519,2013-10-08,1,1,2,1070,224.7,2364.7,MBR,Clothing,Women,1976-10-12,F,1.0,37,26-40,Gen. Y - [1980-1994]
4036,84792073087,272559,2013-10-08,10,3,2,1025,215.25,2265.25,MBR,Electronics,Audio and video,1979-07-18,F,1.0,34,26-40,Gen. Y - [1980-1994]
4037,34876437204,272843,2013-09-08,8,3,2,1429,300.09,3158.09,e-Shop,Electronics,Personal Appliances,1978-10-03,M,4.0,34,26-40,Gen. Y - [1980-1994]
4038,62720064391,268915,2013-09-08,4,2,2,1374,288.54,3036.54,TeleShop,Footwear,Kids,1988-03-21,F,2.0,25,10-25,Gen. Z - [1995-2010]
4039,48968844034,273290,2013-09-08,1,1,2,92,19.32,203.32,MBR,Clothing,Women,1990-03-09,M,3.0,23,10-25,Gen. Z - [1995-2010]
4040,56504159183,272853,2013-09-08,4,3,5,1269,666.225,7011.225,MBR,Electronics,Mobiles,1977-03-21,F,3.0,36,26-40,Gen. Y - [1980-1994]
4041,9473710045,267134,2013-09-08,3,5,1,357,37.485,394.485,e-Shop,Books,Comics,1992-09-14,M,2.0,20,10-25,Gen. Z - [1995-2010]
4042,46868985747,268442,2013-09-08,4,3,4,931,391.02,4115.02,e-Shop,Electronics,Mobiles,1977-03-04,M,4.0,36,26-40,Gen. Y - [1980-1994]
4043,27310709874,269637,2013-09-08,5,3,1,929,97.545,1026.545,Flagship store,Electronics,Computers,1989-10-12,F,1.0,23,10-25,Gen. Z - [1995-2010]
4045,52137827534,273234,2013-09-08,12,6,1,715,75.075,790.075,e-Shop,Home and kitchen,Tools,1978-09-16,M,6.0,35,26-40,Gen. Y - [1980-1994]
4048,633971438,269439,2013-09-08,8,3,1,499,52.395,551.395,e-Shop,Electronics,Personal Appliances,1975-09-26,F,9.0,37,26-40,Gen. Y - [1980-1994]
4049,80998105238,270641,2013-09-08,1,1,3,1048,330.12,3474.12,e-Shop,Clothing,Women,1991-04-24,M,3.0,22,10-25,Gen. Z - [1995-2010]
4051,89951263818,268080,2013-09-08,9,3,4,147,61.74,649.74,TeleShop,Electronics,Cameras,1990-03-10,F,1.0,23,10-25,Gen. Z - [1995-2010]
4052,91278387832,270787,2013-09-08,1,4,5,871,457.275,4812.275,MBR,Bags,Mens,1973-10-09,F,6.0,39,26-40,Gen. Y - [1980-1994]
4053,86355133992,271399,2013-09-08,4,3,2,977,205.17,2159.17,e-Shop,Electronics,Mobiles,1990-10-06,M,10.0,22,10-25,Gen. Z - [1995-2010]
4055,88870938269,271417,2013-09-08,8,3,4,190,79.8,839.8,Flagship store,Electronics,Personal Appliances,1989-07-22,M,6.0,24,10-25,Gen. Z - [1995-2010]
4056,94089940901,267248,2013-09-08,11,5,1,1129,118.545,1247.545,MBR,Books,Children,1986-09-29,M,5.0,26,26-40,Gen. Y - [1980-1994]
4057,64694754352,268143,2013-09-08,11,6,1,1239,130.095,1369.095,e-Shop,Home and kitchen,Bath,1980-10-14,M,8.0,32,26-40,Gen. Y - [1980-1994]
4059,89676887777,269624,2013-09-08,11,5,3,461,145.215,1528.215,MBR,Books,Children,1988-09-25,M,5.0,24,10-25,Gen. Z - [1995-2010]
4060,67820486775,273360,2013-09-08,7,5,1,889,93.345,982.345,MBR,Books,Fiction,1975-11-06,M,6.0,37,26-40,Gen. Y - [1980-1994]
4061,93255195803,268232,2013-09-08,7,5,5,982,515.55,5425.55,Flagship store,Books,Fiction,1985-04-09,F,1.0,28,26-40,Gen. Y - [1980-1994]
4064,36820283137,272275,2013-08-08,1,2,1,166,17.43,183.43,MBR,Footwear,Mens,1988-05-12,F,10.0,25,10-25,Gen. Z - [1995-2010]
4065,18937482893,274575,2013-08-08,12,6,1,1117,117.285,1234.285,e-Shop,Home and kitchen,Tools,1983-12-05,M,9.0,29,26-40,Gen. Y - [1980-1994]
4066,19846365219,268681,2013-08-08,3,1,2,354,74.34,782.34,Flagship store,Clothing,Kids,1973-07-29,M,8.0,40,26-40,Gen. Y - [1980-1994]
4067,5192109535,267793,2013-08-08,3,2,5,861,452.025,4757.025,Flagship store,Footwear,Women,1992-06-29,F,9.0,21,10-25,Gen. Z - [1995-2010]
4068,7474707098,271328,2013-08-08,1,2,3,520,163.8,1723.8,e-Shop,Footwear,Mens,1989-09-17,M,8.0,23,10-25,Gen. Z - [1995-2010]
4069,54303288922,268684,2013-08-08,1,2,5,449,235.725,2480.725,MBR,Footwear,Mens,1981-08-06,F,9.0,32,26-40,Gen. Y - [1980-1994]
4070,8705300555,270004,2013-08-08,1,1,3,965,303.975,3198.975,MBR,Clothing,Women,1980-01-01,M,7.0,33,26-40,Gen. Y - [1980-1994]
4072,7248211182,270714,2013-08-08,4,2,5,132,69.3,729.3,e-Shop,Footwear,Kids,1984-03-20,M,8.0,29,26-40,Gen. Y - [1980-1994]
4074,15024081955,272399,2013-08-08,3,2,1,1155,121.275,1276.275,e-Shop,Footwear,Women,1986-12-06,F,5.0,26,26-40,Gen. Y - [1980-1994]
4075,66293521940,271193,2013-08-08,1,1,1,566,59.43,625.43,e-Shop,Clothing,Women,1991-01-16,F,1.0,22,10-25,Gen. Z - [1995-2010]
4076,81581584927,271699,2013-08-08,4,1,2,1052,220.92,2324.92,MBR,Clothing,Mens,1979-07-05,F,9.0,34,26-40,Gen. Y - [1980-1994]
4077,77314056792,267322,2013-08-08,3,5,5,311,163.275,1718.275,e-Shop,Books,Comics,1977-10-01,M,10.0,35,26-40,Gen. Y - [1980-1994]
4078,92447827421,270603,2013-08-08,3,1,4,1118,469.56,4941.56,MBR,Clothing,Kids,1983-11-28,M,3.0,29,26-40,Gen. Y - [1980-1994]
4079,70398937941,274934,2013-08-08,11,5,1,1232,129.36,1361.36,TeleShop,Books,Children,1983-03-22,M,4.0,30,26-40,Gen. Y - [1980-1994]
4080,94912888369,273917,2013-08-08,4,2,5,760,399.0,4199.0,e-Shop,Footwear,Kids,1977-11-24,M,8.0,35,26-40,Gen. Y - [1980-1994]
4082,5330412018,267538,2013-07-08,3,2,2,1299,272.79,2870.79,Flagship store,Footwear,Women,1979-03-11,M,4.0,34,26-40,Gen. Y - [1980-1994]
4083,141709406,266910,2013-07-08,2,6,3,361,113.715,1196.715,Flagship store,Home and kitchen,Furnishing,1988-09-28,M,6.0,24,10-25,Gen. Z - [1995-2010]
4085,55469439757,271364,2013-07-08,10,5,1,248,26.04,274.04,e-Shop,Books,Non-Fiction,1990-07-19,M,8.0,22,10-25,Gen. Z - [1995-2010]
4087,56322407404,268849,2013-07-08,4,3,3,1047,329.805,3470.805,e-Shop,Electronics,Mobiles,1984-12-18,M,10.0,28,26-40,Gen. Y - [1980-1994]
4088,42648099542,270856,2013-07-08,4,2,1,239,25.095,264.095,TeleShop,Footwear,Kids,1981-02-10,M,7.0,32,26-40,Gen. Y - [1980-1994]
4089,1309124328,268189,2013-07-08,12,6,4,1210,508.2,5348.2,MBR,Home and kitchen,Tools,1977-09-04,M,7.0,35,26-40,Gen. Y - [1980-1994]
4090,42642421829,271707,2013-07-08,10,3,3,349,109.935,1156.935,e-Shop,Electronics,Audio and video,1977-06-13,M,3.0,36,26-40,Gen. Y - [1980-1994]
4091,44334017487,272424,2013-07-08,5,3,5,1281,672.525,7077.525,e-Shop,Electronics,Computers,1980-09-15,F,2.0,32,26-40,Gen. Y - [1980-1994]
4092,56908898102,272813,2013-07-08,4,4,2,1133,237.93,2503.93,e-Shop,Bags,Women,1973-09-17,M,7.0,39,26-40,Gen. Y - [1980-1994]
4093,33554773201,269219,2013-07-08,10,5,3,870,274.05,2884.05,e-Shop,Books,Non-Fiction,1992-08-17,M,8.0,20,10-25,Gen. Z - [1995-2010]
4094,29853225984,269189,2013-07-08,9,3,3,105,33.075,348.075,e-Shop,Electronics,Cameras,1973-10-25,F,9.0,39,26-40,Gen. Y - [1980-1994]
4095,61969421224,268140,2013-07-08,3,2,2,1161,243.81,2565.81,e-Shop,Footwear,Women,1974-04-23,F,8.0,39,26-40,Gen. Y - [1980-1994]
4096,61987958211,273598,2013-07-08,1,4,3,669,210.735,2217.735,Flagship store,Bags,Mens,1982-03-27,M,9.0,31,26-40,Gen. Y - [1980-1994]
4097,92113271821,270598,2013-07-08,7,5,4,155,65.1,685.1,e-Shop,Books,Fiction,1974-06-21,M,1.0,39,26-40,Gen. Y - [1980-1994]
4098,80816101073,273278,2013-07-08,10,6,2,254,53.34,561.34,TeleShop,Home and kitchen,Kitchen,1985-08-27,F,2.0,27,26-40,Gen. Y - [1980-1994]
4099,67020348167,267634,2013-07-08,11,6,5,1458,765.45,8055.45,e-Shop,Home and kitchen,Bath,1971-11-07,M,5.0,41,41-60,Gen. X - [1960-1979]
4101,88552226265,272369,2013-07-08,8,3,3,815,256.725,2701.725,e-Shop,Electronics,Personal Appliances,1978-05-19,F,6.0,35,26-40,Gen. Y - [1980-1994]
4103,86897030825,268350,2013-07-08,3,2,5,976,512.4,5392.4,Flagship store,Footwear,Women,1988-03-05,M,8.0,25,10-25,Gen. Z - [1995-2010]
4104,73784452810,268221,2013-07-08,4,3,1,513,53.865,566.865,e-Shop,Electronics,Mobiles,1977-03-22,M,3.0,36,26-40,Gen. Y - [1980-1994]
4106,80807243017,271426,2013-07-08,11,5,3,144,45.36,477.36,MBR,Books,Children,1979-09-27,M,4.0,33,26-40,Gen. Y - [1980-1994]
4107,64003062404,273674,2013-07-08,1,4,3,80,25.2,265.2,e-Shop,Bags,Mens,1974-02-23,F,9.0,39,26-40,Gen. Y - [1980-1994]
4109,69570141087,269089,2013-07-08,6,5,1,1350,141.75,1491.75,MBR,Books,DIY,1980-03-29,M,3.0,33,26-40,Gen. Y - [1980-1994]
4110,37836787355,272661,2013-06-08,4,1,2,1157,242.97,2556.97,e-Shop,Clothing,Mens,1983-09-14,M,1.0,29,26-40,Gen. Y - [1980-1994]
4111,865952996,270384,2013-06-08,12,6,2,86,18.06,190.06,MBR,Home and kitchen,Tools,1973-11-05,F,8.0,39,26-40,Gen. Y - [1980-1994]
4112,31370566216,266993,2013-06-08,9,3,4,1026,430.92,4534.92,e-Shop,Electronics,Cameras,1975-03-11,F,2.0,38,26-40,Gen. Y - [1980-1994]
4113,27621120769,274248,2013-06-08,9,3,4,1211,508.62,5352.62,e-Shop,Electronics,Cameras,1987-06-17,M,6.0,25,10-25,Gen. Z - [1995-2010]
4114,8053353958,270347,2013-06-08,4,2,3,787,247.905,2608.905,e-Shop,Footwear,Kids,1982-07-27,F,8.0,30,26-40,Gen. Y - [1980-1994]
4116,4116651679,270384,2013-06-08,6,5,1,1343,141.015,1484.015,TeleShop,Books,DIY,1973-11-05,F,8.0,39,26-40,Gen. Y - [1980-1994]
4117,21253763869,271824,2013-06-08,10,6,2,1230,258.3,2718.3,MBR,Home and kitchen,Kitchen,1980-03-12,M,5.0,33,26-40,Gen. Y - [1980-1994]
4118,23472845441,267757,2013-06-08,3,2,4,344,144.48,1520.48,MBR,Footwear,Women,1988-02-03,F,5.0,25,10-25,Gen. Z - [1995-2010]
4119,7180762152,272470,2013-06-08,4,4,4,488,204.96,2156.96,e-Shop,Bags,Women,1984-12-09,F,9.0,28,26-40,Gen. Y - [1980-1994]
4120,4228697784,273958,2013-06-08,10,3,1,402,42.21,444.21,TeleShop,Electronics,Audio and video,1989-10-03,M,7.0,23,10-25,Gen. Z - [1995-2010]
4121,814093473,275129,2013-06-08,3,2,1,1363,143.115,1506.115,e-Shop,Footwear,Women,1988-12-22,M,10.0,24,10-25,Gen. Z - [1995-2010]
4123,5880417505,271751,2013-06-08,11,5,4,367,154.14,1622.14,TeleShop,Books,Children,1972-03-17,F,8.0,41,41-60,Gen. X - [1960-1979]
4124,39477606087,272666,2013-06-08,3,1,5,1201,630.525,6635.525,e-Shop,Clothing,Kids,1974-02-19,F,3.0,39,26-40,Gen. Y - [1980-1994]
4125,37629340931,270872,2013-06-08,6,5,3,833,262.395,2761.395,e-Shop,Books,DIY,1975-10-03,M,1.0,37,26-40,Gen. Y - [1980-1994]
4126,30304790022,269883,2013-06-08,10,5,2,812,170.52,1794.52,TeleShop,Books,Non-Fiction,1987-08-07,F,9.0,25,10-25,Gen. Z - [1995-2010]
4127,74657713473,272230,2013-06-08,12,5,3,1176,370.44,3898.44,e-Shop,Books,Academic,1990-04-28,M,3.0,23,10-25,Gen. Z - [1995-2010]
4129,86837878342,274481,2013-06-08,8,3,1,305,32.025,337.025,e-Shop,Electronics,Personal Appliances,1977-05-26,M,4.0,36,26-40,Gen. Y - [1980-1994]
4130,84404327972,270780,2013-06-08,8,3,1,1337,140.385,1477.385,MBR,Electronics,Personal Appliances,1970-04-18,F,3.0,43,41-60,Gen. X - [1960-1979]
4131,95394049618,266851,2013-06-08,10,5,1,1180,123.9,1303.9,e-Shop,Books,Non-Fiction,1986-09-28,M,8.0,26,26-40,Gen. Y - [1980-1994]
4132,92027132610,273950,2013-06-08,9,3,5,573,300.825,3165.825,e-Shop,Electronics,Cameras,1983-05-05,F,6.0,30,26-40,Gen. Y - [1980-1994]
4133,90073777652,271850,2013-06-08,3,5,3,1170,368.55,3878.55,e-Shop,Books,Comics,1978-05-10,F,1.0,35,26-40,Gen. Y - [1980-1994]
4134,98085834081,271104,2013-06-08,4,2,2,1113,233.73,2459.73,e-Shop,Footwear,Kids,1983-07-08,F,7.0,29,26-40,Gen. Y - [1980-1994]
4135,92679635505,273207,2013-06-08,4,2,1,1263,132.615,1395.615,e-Shop,Footwear,Kids,1983-11-09,F,1.0,29,26-40,Gen. Y - [1980-1994]
4136,83496004910,267298,2013-06-08,7,5,4,173,72.66,764.66,e-Shop,Books,Fiction,1981-07-24,F,6.0,31,26-40,Gen. Y - [1980-1994]
4139,20429089128,272671,2013-05-08,8,3,5,959,503.475,5298.475,Flagship store,Electronics,Personal Appliances,1974-01-04,F,7.0,39,26-40,Gen. Y - [1980-1994]
4140,12575985945,268329,2013-05-08,3,5,2,542,113.82,1197.82,e-Shop,Books,Comics,1985-08-07,M,7.0,27,26-40,Gen. Y - [1980-1994]
4141,23389354215,271253,2013-05-08,1,4,1,558,58.59,616.59,e-Shop,Bags,Mens,1977-12-27,F,8.0,35,26-40,Gen. Y - [1980-1994]
4142,47017786915,271479,2013-05-08,10,3,5,1413,741.825,7806.825,e-Shop,Electronics,Audio and video,1984-05-23,F,6.0,28,26-40,Gen. Y - [1980-1994]
4143,44101230292,267113,2013-05-08,4,4,1,922,96.81,1018.81,TeleShop,Bags,Women,1975-04-11,F,3.0,38,26-40,Gen. Y - [1980-1994]
4144,25975666563,267320,2013-05-08,1,1,1,334,35.07,369.07,e-Shop,Clothing,Women,1973-02-25,M,3.0,40,26-40,Gen. Y - [1980-1994]
4145,23599365531,268109,2013-05-08,1,1,4,1496,628.32,6612.32,MBR,Clothing,Women,1985-05-22,M,10.0,27,26-40,Gen. Y - [1980-1994]
4147,52421034296,270547,2013-05-08,11,6,2,454,95.34,1003.34,MBR,Home and kitchen,Bath,1981-07-19,M,5.0,31,26-40,Gen. Y - [1980-1994]
4148,49154774506,270581,2013-05-08,12,6,2,967,203.07,2137.07,e-Shop,Home and kitchen,Tools,1976-04-09,M,4.0,37,26-40,Gen. Y - [1980-1994]
4149,16834469467,273127,2013-05-08,3,2,1,529,55.545,584.545,Flagship store,Footwear,Women,1975-07-24,M,9.0,37,26-40,Gen. Y - [1980-1994]
4150,84695330860,271500,2013-05-08,3,1,5,600,315.0,3315.0,Flagship store,Clothing,Kids,1975-03-02,F,9.0,38,26-40,Gen. Y - [1980-1994]
4151,80591695518,269886,2013-05-08,12,5,4,621,260.82,2744.82,TeleShop,Books,Academic,1981-04-17,M,7.0,32,26-40,Gen. Y - [1980-1994]
4152,87452837728,268800,2013-05-08,8,3,4,827,347.34,3655.34,TeleShop,Electronics,Personal Appliances,1975-11-23,M,6.0,37,26-40,Gen. Y - [1980-1994]
4153,87170334186,270754,2013-05-08,3,2,3,1094,344.61,3626.61,e-Shop,Footwear,Women,1983-05-08,F,9.0,30,26-40,Gen. Y - [1980-1994]
4154,93391027557,269529,2013-05-08,9,3,1,1456,152.88,1608.88,e-Shop,Electronics,Cameras,1990-01-23,F,8.0,23,10-25,Gen. Z - [1995-2010]
4155,45784838133,273435,2013-04-08,5,3,5,138,72.45,762.45,e-Shop,Electronics,Computers,1973-02-06,M,5.0,40,26-40,Gen. Y - [1980-1994]
4156,4247973499,271584,2013-04-08,1,2,4,956,401.52,4225.52,e-Shop,Footwear,Mens,1972-04-09,M,9.0,41,41-60,Gen. X - [1960-1979]
4157,49208752578,274702,2013-04-08,3,2,3,404,127.26,1339.26,MBR,Footwear,Women,1983-09-21,M,10.0,29,26-40,Gen. Y - [1980-1994]
